variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,exceeding_dunbar,fixated,stabilized,stabilized_at,nb_character_changes
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3614222381441597,0.0,0.006994700829197373,0.7990468490284017,0.6406364193885608,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3594330322308847,0.0,0.006993443318448125,0.7988076902101009,0.6404448408317703,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36116978252670157,0.0,0.006994116989204957,0.7989436976799857,0.6405537815418295,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36048265787510253,0.0,0.006995058768994804,0.7989907577075317,0.6405916179198241,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36207241412499475,0.0,0.017469213212266545,2.398498642488833,1.92229275663352,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3614222381441597,0.0,0.017486752072993474,2.399326399488678,1.9229584700055407,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.3594330322308847,0.0,0.01748360829612036,2.3986086857956397,1.922383670295736,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36116978252670157,0.0,0.017485292473012438,2.399016888645404,1.9227105694109248,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.201043318123351,0.32205834152736806,7.430785857919415,3.9938534780976416,4.681239954061995,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,0,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.36048265787510253,0.0,0.017487646922487058,2.3991584263241466,1.922824270443815,199.0,199.0,0.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20026448111751863,0.32231576532033807,7.430500630857477,3.995234245142008,4.682287522285104,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19922379852645186,0.3204233822468126,7.437715793145046,3.994038451050503,4.682773919469411,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20052310085367792,0.32129288997972,7.433488132332451,3.9947184883999287,4.682472417186435,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.201043318123351,0.32205834152736806,1.2861571715831914,0.7987706956195282,0.8962479908122607,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19950127527792144,0.32196164377572156,7.431732947697586,3.9949537885376594,4.6823096203696455,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20026448111751863,0.32231576532033807,1.2861001261708047,0.7990468490284017,0.8964575044568829,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19922379852645186,0.3204233822468126,1.287543158628317,0.7988076902101009,0.8965547838937441,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20052310085367792,0.32129288997972,1.2866976264657985,0.7989436976799857,0.8964944834371484,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19950127527792144,0.32196164377572156,1.2863465895388264,0.7989907577075317,0.8964619240737907,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.201043318123351,0.32205834152736806,3.2153929289597074,2.798770695619527,2.882095142287563,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20026448111751863,0.32231576532033807,3.2152503154287393,2.799046849028403,2.8822875423084713,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19922379852645186,0.3204233822468126,3.2188578965725227,2.798807690210102,2.8828177314825862,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19950127527792144,0.32196164377572156,3.215866473848794,2.7989907577075344,2.8823659009357856,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,5,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20052310085367792,0.32129288997972,3.2167440661662248,2.798943697679984,2.882503771377233,5.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20133015780995356,0.32148475909537855,7.418111018198603,3.994250173209343,4.679022342207196,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20062235506274181,0.32160007867089885,7.417391590999954,3.99564399084568,4.6799935108765345,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19955185225560154,0.3197673147155947,7.424983421373863,3.9944363386973065,4.680545755232617,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.2008401197594043,0.3206587988345842,7.420844504681426,3.995113634946473,4.680259808893462,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,7.418818600688614,3.995357403714991,4.680049643109715,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19955185225560154,0.3197673147155947,1.2849966842740828,0.7988076902101009,0.896045489022897,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20062235506274181,0.32160007867089885,1.2834783181993021,0.7990468490284017,0.895933142862582,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20133015780995356,0.32148475909537855,1.2836222036390312,0.7987706956195282,0.8957409972234288,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.2008401197594043,0.3206587988345842,1.2841689009355959,0.7989436976799857,0.8959887383311079,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,1.283763720137034,0.7989907577075317,0.8959453501934321,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20133015780995356,0.32148475909537855,3.2090555090993007,2.7979773053961297,2.8801929461367646,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20062235506274181,0.32160007867089885,3.2086957954999775,2.7982273576210566,2.8803210451968413,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19955185225560154,0.3197673147155947,3.212491710686933,2.798011914916496,2.8809078740705836,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,3.2094093003443067,2.7981835273528675,2.880428681951154,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.2008401197594043,0.3206587988345842,3.2104222523407135,2.798153404586898,2.880607174137662,15.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.23058323088427662,0.2629793510324484,6.269697732910044,4.030186296836082,4.478088584050875,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22955580821121094,0.26373326194677693,6.26933534303806,4.0315207433896125,4.479083663319302,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22797751622161852,0.2629135959061386,6.273474435203537,4.030423732322694,4.479033872898863,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22965876289324907,0.26302210026292916,6.274717406721378,4.030931729677666,4.479688865086409,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22868655594552098,0.2635911001317163,6.272995363861647,4.031168223638848,4.479533651683408,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.23058323088427662,0.2629793510324484,1.0539395465815289,0.7987706956195282,0.8498044658119283,50.0,199.0,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22955580821121094,0.26373326194677693,1.0538670686071325,0.7990468490284017,0.8500108929441482,50.0,199.0,1.0,False,True,11000,0
